Video ID,Title,Description,Video_Timestamp,Channel ID,Channel Title,Category ID,View Count,Like Count,Dislike Count,Comment ID,Comment,Comment_Timestamp,Video_Duration,Timestamp_Difference_Seconds,Duration_Seconds,Half_Duration_Seconds,Response_Type
73eT31C1TUQ,The Deportation of Novak Djokovic: EXPLAINED,"Watch this video ad-free on Nebula: https://nebula.tv/videos/culttennis-the-deportation-of-novak-djokovic-everything-you-missed

What REALLY happened to Novak Djokovic in Australia? We're here to explain.

While the events behind Djokovic's visa cancellation became international news viewed by many as a scandalous embarrassment for all parties involved, few actually understand the full story and actual reasoning behind Novak Djokovic’s eventual deportation and potential future banishment from Australia.

Novak Djokovic’s Failed Tournament | Adria Tour
https://youtu.be/C9O6LVLEsTY

CULT TENNIS brings you player profiles and analyzes some of the best stories in the world of Tennis! Subscribe to see more content like this, and thank you for stopping by!

--------------------------------------------------------------
https://twitter.com/CultTennisYT
https://www.instagram.com/culttennis/
--------------------------------------------------------------",2022-02-11 21:30:00+00:00,UCeNyqKqfgv1HJBuD1DavHOQ,CULT TENNIS,17,127826,5417,0,Ugznu5unFu0xHy9QERZ4AaABAg,"....and now, 12 months later, they are all ex politicians, lost the elections, and Novak is going down under to shove his mid finger to the tyranny of evil men!",2022-12-25 21:03:02+00:00,PT12M28S,27387182.0,748.0,374.0,Steady State response
73eT31C1TUQ,The Deportation of Novak Djokovic: EXPLAINED,"Watch this video ad-free on Nebula: https://nebula.tv/videos/culttennis-the-deportation-of-novak-djokovic-everything-you-missed

What REALLY happened to Novak Djokovic in Australia? We're here to explain.

While the events behind Djokovic's visa cancellation became international news viewed by many as a scandalous embarrassment for all parties involved, few actually understand the full story and actual reasoning behind Novak Djokovic’s eventual deportation and potential future banishment from Australia.

Novak Djokovic’s Failed Tournament | Adria Tour
https://youtu.be/C9O6LVLEsTY

CULT TENNIS brings you player profiles and analyzes some of the best stories in the world of Tennis! Subscribe to see more content like this, and thank you for stopping by!

--------------------------------------------------------------
https://twitter.com/CultTennisYT
https://www.instagram.com/culttennis/
--------------------------------------------------------------",2022-02-11 21:30:00+00:00,UCeNyqKqfgv1HJBuD1DavHOQ,CULT TENNIS,17,127826,5417,0,UgwA3cu6cyh8_sg8dEh4AaABAg,"Gee, what a simple vaccine could've avoided",2022-12-09 00:04:24+00:00,PT12M28S,25929264.0,748.0,374.0,Steady State response
73eT31C1TUQ,The Deportation of Novak Djokovic: EXPLAINED,"Watch this video ad-free on Nebula: https://nebula.tv/videos/culttennis-the-deportation-of-novak-djokovic-everything-you-missed

What REALLY happened to Novak Djokovic in Australia? We're here to explain.

While the events behind Djokovic's visa cancellation became international news viewed by many as a scandalous embarrassment for all parties involved, few actually understand the full story and actual reasoning behind Novak Djokovic’s eventual deportation and potential future banishment from Australia.

Novak Djokovic’s Failed Tournament | Adria Tour
https://youtu.be/C9O6LVLEsTY

CULT TENNIS brings you player profiles and analyzes some of the best stories in the world of Tennis! Subscribe to see more content like this, and thank you for stopping by!

--------------------------------------------------------------
https://twitter.com/CultTennisYT
https://www.instagram.com/culttennis/
--------------------------------------------------------------",2022-02-11 21:30:00+00:00,UCeNyqKqfgv1HJBuD1DavHOQ,CULT TENNIS,17,127826,5417,0,UgxbXqyB5EzVfR6jh9F4AaABAg,I stand firmly behind his decision  to not be vaccinated as I have done & I'm 85 y.o. & will NEVER take that jab!,2022-12-03 15:41:43+00:00,PT12M28S,25467103.0,748.0,374.0,Steady State response
73eT31C1TUQ,The Deportation of Novak Djokovic: EXPLAINED,"Watch this video ad-free on Nebula: https://nebula.tv/videos/culttennis-the-deportation-of-novak-djokovic-everything-you-missed

What REALLY happened to Novak Djokovic in Australia? We're here to explain.

While the events behind Djokovic's visa cancellation became international news viewed by many as a scandalous embarrassment for all parties involved, few actually understand the full story and actual reasoning behind Novak Djokovic’s eventual deportation and potential future banishment from Australia.

Novak Djokovic’s Failed Tournament | Adria Tour
https://youtu.be/C9O6LVLEsTY

CULT TENNIS brings you player profiles and analyzes some of the best stories in the world of Tennis! Subscribe to see more content like this, and thank you for stopping by!

--------------------------------------------------------------
https://twitter.com/CultTennisYT
https://www.instagram.com/culttennis/
--------------------------------------------------------------",2022-02-11 21:30:00+00:00,UCeNyqKqfgv1HJBuD1DavHOQ,CULT TENNIS,17,127826,5417,0,UgxTzNvWdQERUEasHut4AaABAg,"It should be noted that he commited fraud. He deliberately lied in order to illegaly gain monetary rewards. Also, it's funny how anti-vaxxers completely twist reality (and not only in the sense that they base their belief on made-up garbage) - this isn't about Djokovic's vaccination status, it's about how he lied and wilfully endangered others. You might argue that people have the right not to get vaccinated (eventhough they endanger other by doing so), but if your argument is that you're allowed to lie about it and potentially infect other people whom you lied to pretending they're safer than they are - you're just a horrible, egotistical and sociopathic person.",2022-11-29 17:21:58+00:00,PT12M28S,25127518.0,748.0,374.0,Steady State response
73eT31C1TUQ,The Deportation of Novak Djokovic: EXPLAINED,"Watch this video ad-free on Nebula: https://nebula.tv/videos/culttennis-the-deportation-of-novak-djokovic-everything-you-missed

What REALLY happened to Novak Djokovic in Australia? We're here to explain.

While the events behind Djokovic's visa cancellation became international news viewed by many as a scandalous embarrassment for all parties involved, few actually understand the full story and actual reasoning behind Novak Djokovic’s eventual deportation and potential future banishment from Australia.

Novak Djokovic’s Failed Tournament | Adria Tour
https://youtu.be/C9O6LVLEsTY

CULT TENNIS brings you player profiles and analyzes some of the best stories in the world of Tennis! Subscribe to see more content like this, and thank you for stopping by!

--------------------------------------------------------------
https://twitter.com/CultTennisYT
https://www.instagram.com/culttennis/
--------------------------------------------------------------",2022-02-11 21:30:00+00:00,UCeNyqKqfgv1HJBuD1DavHOQ,CULT TENNIS,17,127826,5417,0,UgzFKUO5igwrhfzlIpl4AaABAg,"Fact is, most people don’t need that sham vaccine… especially the fittest ppl on earth… political power grab at its finest and anyone that agrees to these aggressive mandates, I can’t wait for the next time when the government drives the hammer down on you, many of us will be here to say I told you so.",2022-11-23 14:29:53+00:00,PT12M28S,24598793.0,748.0,374.0,Steady State response
73eT31C1TUQ,The Deportation of Novak Djokovic: EXPLAINED,"Watch this video ad-free on Nebula: https://nebula.tv/videos/culttennis-the-deportation-of-novak-djokovic-everything-you-missed

What REALLY happened to Novak Djokovic in Australia? We're here to explain.

While the events behind Djokovic's visa cancellation became international news viewed by many as a scandalous embarrassment for all parties involved, few actually understand the full story and actual reasoning behind Novak Djokovic’s eventual deportation and potential future banishment from Australia.

Novak Djokovic’s Failed Tournament | Adria Tour
https://youtu.be/C9O6LVLEsTY

CULT TENNIS brings you player profiles and analyzes some of the best stories in the world of Tennis! Subscribe to see more content like this, and thank you for stopping by!

--------------------------------------------------------------
https://twitter.com/CultTennisYT
https://www.instagram.com/culttennis/
--------------------------------------------------------------",2022-02-11 21:30:00+00:00,UCeNyqKqfgv1HJBuD1DavHOQ,CULT TENNIS,17,127826,5417,0,Ugz1QrXI5aBynONboVV4AaABAg,Joker should tell all these sheeps to F off after what they did to him.,2022-11-20 16:04:41+00:00,PT12M28S,24345281.0,748.0,374.0,Steady State response
73eT31C1TUQ,The Deportation of Novak Djokovic: EXPLAINED,"Watch this video ad-free on Nebula: https://nebula.tv/videos/culttennis-the-deportation-of-novak-djokovic-everything-you-missed

What REALLY happened to Novak Djokovic in Australia? We're here to explain.

While the events behind Djokovic's visa cancellation became international news viewed by many as a scandalous embarrassment for all parties involved, few actually understand the full story and actual reasoning behind Novak Djokovic’s eventual deportation and potential future banishment from Australia.

Novak Djokovic’s Failed Tournament | Adria Tour
https://youtu.be/C9O6LVLEsTY

CULT TENNIS brings you player profiles and analyzes some of the best stories in the world of Tennis! Subscribe to see more content like this, and thank you for stopping by!

--------------------------------------------------------------
https://twitter.com/CultTennisYT
https://www.instagram.com/culttennis/
--------------------------------------------------------------",2022-02-11 21:30:00+00:00,UCeNyqKqfgv1HJBuD1DavHOQ,CULT TENNIS,17,127826,5417,0,UgxywG_2d4puRhNwJxF4AaABAg,"So if Djokovic had entered with the correct Visa, then he could have stayed and played? Is there any information on whether that wrong Visa was an honest mistake or a silly attempt to hide his infection status?",2022-11-07 10:27:00+00:00,PT12M28S,23201820.0,748.0,374.0,Steady State response
73eT31C1TUQ,The Deportation of Novak Djokovic: EXPLAINED,"Watch this video ad-free on Nebula: https://nebula.tv/videos/culttennis-the-deportation-of-novak-djokovic-everything-you-missed

What REALLY happened to Novak Djokovic in Australia? We're here to explain.

While the events behind Djokovic's visa cancellation became international news viewed by many as a scandalous embarrassment for all parties involved, few actually understand the full story and actual reasoning behind Novak Djokovic’s eventual deportation and potential future banishment from Australia.

Novak Djokovic’s Failed Tournament | Adria Tour
https://youtu.be/C9O6LVLEsTY

CULT TENNIS brings you player profiles and analyzes some of the best stories in the world of Tennis! Subscribe to see more content like this, and thank you for stopping by!

--------------------------------------------------------------
https://twitter.com/CultTennisYT
https://www.instagram.com/culttennis/
--------------------------------------------------------------",2022-02-11 21:30:00+00:00,UCeNyqKqfgv1HJBuD1DavHOQ,CULT TENNIS,17,127826,5417,0,UgzFyQpoVellZl1NWiV4AaABAg,Australia is so cucked,2022-11-03 00:25:38+00:00,PT12M28S,22820138.0,748.0,374.0,Steady State response
73eT31C1TUQ,The Deportation of Novak Djokovic: EXPLAINED,"Watch this video ad-free on Nebula: https://nebula.tv/videos/culttennis-the-deportation-of-novak-djokovic-everything-you-missed

What REALLY happened to Novak Djokovic in Australia? We're here to explain.

While the events behind Djokovic's visa cancellation became international news viewed by many as a scandalous embarrassment for all parties involved, few actually understand the full story and actual reasoning behind Novak Djokovic’s eventual deportation and potential future banishment from Australia.

Novak Djokovic’s Failed Tournament | Adria Tour
https://youtu.be/C9O6LVLEsTY

CULT TENNIS brings you player profiles and analyzes some of the best stories in the world of Tennis! Subscribe to see more content like this, and thank you for stopping by!

--------------------------------------------------------------
https://twitter.com/CultTennisYT
https://www.instagram.com/culttennis/
--------------------------------------------------------------",2022-02-11 21:30:00+00:00,UCeNyqKqfgv1HJBuD1DavHOQ,CULT TENNIS,17,127826,5417,0,UgwB6LWkAPuECkDhu6J4AaABAg,"Just an unbelievably good piece of material, well done!!!",2022-10-31 11:29:47+00:00,PT12M28S,22600787.0,748.0,374.0,Steady State response
73eT31C1TUQ,The Deportation of Novak Djokovic: EXPLAINED,"Watch this video ad-free on Nebula: https://nebula.tv/videos/culttennis-the-deportation-of-novak-djokovic-everything-you-missed

What REALLY happened to Novak Djokovic in Australia? We're here to explain.

While the events behind Djokovic's visa cancellation became international news viewed by many as a scandalous embarrassment for all parties involved, few actually understand the full story and actual reasoning behind Novak Djokovic’s eventual deportation and potential future banishment from Australia.

Novak Djokovic’s Failed Tournament | Adria Tour
https://youtu.be/C9O6LVLEsTY

CULT TENNIS brings you player profiles and analyzes some of the best stories in the world of Tennis! Subscribe to see more content like this, and thank you for stopping by!

--------------------------------------------------------------
https://twitter.com/CultTennisYT
https://www.instagram.com/culttennis/
--------------------------------------------------------------",2022-02-11 21:30:00+00:00,UCeNyqKqfgv1HJBuD1DavHOQ,CULT TENNIS,17,127826,5417,0,UgwOvoT-NUQC7YUguS14AaABAg,Being good at sports ≠ being a doctor,2022-10-31 05:08:17+00:00,PT12M28S,22577897.0,748.0,374.0,Steady State response
_LqLCO5WcL4,Novak Djokovic deported after losing Australia visa battle - BBC News,"Novak Djokovic has been deported from Australia after losing a last-ditch court bid to stay in the country.

Judges rejected a challenge by the unvaccinated tennis star after the government cancelled his visa on ""health and good order"" grounds.

Djokovic said he was ""extremely disappointed"" but accepted the ruling. He has left on a flight to Dubai.

It marks the end of a 10-day saga, in which the Serb fought to stay to defend his title in the Australian Open.

Mishal Husain presents BBC News at Ten reporting by Shaimaa Khalil in Melbourne.

Please subscribe HERE http://bit.ly/1rbfUog

#BBCNews",2022-01-16 22:19:17+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,25,235445,3524,0,UgxVMrlM3LbO5uj6AFx4AaABAg,Biggest win of Nadals career,2023-02-27 00:57:32+00:00,PT2M55S,35087895.0,175.0,87.5,Steady State response
_LqLCO5WcL4,Novak Djokovic deported after losing Australia visa battle - BBC News,"Novak Djokovic has been deported from Australia after losing a last-ditch court bid to stay in the country.

Judges rejected a challenge by the unvaccinated tennis star after the government cancelled his visa on ""health and good order"" grounds.

Djokovic said he was ""extremely disappointed"" but accepted the ruling. He has left on a flight to Dubai.

It marks the end of a 10-day saga, in which the Serb fought to stay to defend his title in the Australian Open.

Mishal Husain presents BBC News at Ten reporting by Shaimaa Khalil in Melbourne.

Please subscribe HERE http://bit.ly/1rbfUog

#BBCNews",2022-01-16 22:19:17+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,25,235445,3524,0,UgyJ-6qNgQaZunBDMMJ4AaABAg,This is why Novak Djokovic is the GOAT,2023-02-20 04:25:42+00:00,PT2M55S,34495585.0,175.0,87.5,Steady State response
_LqLCO5WcL4,Novak Djokovic deported after losing Australia visa battle - BBC News,"Novak Djokovic has been deported from Australia after losing a last-ditch court bid to stay in the country.

Judges rejected a challenge by the unvaccinated tennis star after the government cancelled his visa on ""health and good order"" grounds.

Djokovic said he was ""extremely disappointed"" but accepted the ruling. He has left on a flight to Dubai.

It marks the end of a 10-day saga, in which the Serb fought to stay to defend his title in the Australian Open.

Mishal Husain presents BBC News at Ten reporting by Shaimaa Khalil in Melbourne.

Please subscribe HERE http://bit.ly/1rbfUog

#BBCNews",2022-01-16 22:19:17+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,25,235445,3524,0,UgxdP5cq1BDnecQ7icd4AaABAg,"I'm happy to see Novak back, but he definitely deserved the deportation. Rules are rules.",2023-02-19 11:43:22+00:00,PT2M55S,34435445.0,175.0,87.5,Steady State response
_LqLCO5WcL4,Novak Djokovic deported after losing Australia visa battle - BBC News,"Novak Djokovic has been deported from Australia after losing a last-ditch court bid to stay in the country.

Judges rejected a challenge by the unvaccinated tennis star after the government cancelled his visa on ""health and good order"" grounds.

Djokovic said he was ""extremely disappointed"" but accepted the ruling. He has left on a flight to Dubai.

It marks the end of a 10-day saga, in which the Serb fought to stay to defend his title in the Australian Open.

Mishal Husain presents BBC News at Ten reporting by Shaimaa Khalil in Melbourne.

Please subscribe HERE http://bit.ly/1rbfUog

#BBCNews",2022-01-16 22:19:17+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,25,235445,3524,0,Ugxx9b_iKGk_IhpB41R4AaABAg,❤️🍀❤️Novak Djoković❤️🍀❤️,2023-02-05 21:41:45+00:00,PT2M55S,33261748.000000004,175.0,87.5,Steady State response
_LqLCO5WcL4,Novak Djokovic deported after losing Australia visa battle - BBC News,"Novak Djokovic has been deported from Australia after losing a last-ditch court bid to stay in the country.

Judges rejected a challenge by the unvaccinated tennis star after the government cancelled his visa on ""health and good order"" grounds.

Djokovic said he was ""extremely disappointed"" but accepted the ruling. He has left on a flight to Dubai.

It marks the end of a 10-day saga, in which the Serb fought to stay to defend his title in the Australian Open.

Mishal Husain presents BBC News at Ten reporting by Shaimaa Khalil in Melbourne.

Please subscribe HERE http://bit.ly/1rbfUog

#BBCNews",2022-01-16 22:19:17+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,25,235445,3524,0,UgwNRvJCbl68BR6ahRB4AaABAg,Imagine how many anti science covid extremists had to delete last years comments on this,2023-01-31 20:43:45+00:00,PT2M55S,32826268.000000004,175.0,87.5,Steady State response
_LqLCO5WcL4,Novak Djokovic deported after losing Australia visa battle - BBC News,"Novak Djokovic has been deported from Australia after losing a last-ditch court bid to stay in the country.

Judges rejected a challenge by the unvaccinated tennis star after the government cancelled his visa on ""health and good order"" grounds.

Djokovic said he was ""extremely disappointed"" but accepted the ruling. He has left on a flight to Dubai.

It marks the end of a 10-day saga, in which the Serb fought to stay to defend his title in the Australian Open.

Mishal Husain presents BBC News at Ten reporting by Shaimaa Khalil in Melbourne.

Please subscribe HERE http://bit.ly/1rbfUog

#BBCNews",2022-01-16 22:19:17+00:00,UC16niRr50-MSBwiO3YDb3RA,BBC News,25,235445,3524,0,UgwUyHYcx4nBFaPHVCR4AaABAg,And a big F you to them this week 😂,2023-01-30 19:50:06+00:00,PT2M55S,32736649.000000004,175.0,87.5,Steady State response
