Novak Djokovic says no hard feelings over Australian deportation,/watch?v=yiYGBbRKBBM&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic OVERCAME deportation in Australia 2022,/watch?v=A8I-CEy5hHk&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic deported from Australia; 'I'm extremely disappointed',/watch?v=WVDOjjiDUHQ&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic arrives in Belgrade after deportation,/watch?v=0rR2iFt8l00&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic faces deportation as start of Australian Open approaches,/watch?v=VOJrPz5QCAE&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Serbians React to Novak Djokovic's Deportation,/watch?v=h83WPvasvR4&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Out Of The Australian Open As Visa Cancelled By Australian Court,/watch?v=ghLpprO1lvQ&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
"Novak Djokovic's Australian Visa Revoked Again, Faces Deportation",/watch?v=MbAaHqjMwo4&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
"""Freedom"" of speech in Australia. Will Novak Djokovic's father be deported? Won't attend semifinal.",/watch?v=14Iuhio57Sk&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic To Be Deported After Losing Case,/watch?v=ld0YZruda3M&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic VISA CANCELLED Upon Arrival In Australia! (Will He Be Deported?),/watch?v=YEUwEbeTnlY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Serbia reacts after deportation of Novak Djokovic | ABC News,/watch?v=cJOJvwpzmfk&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Djokovic deportation: The fallout in Australia and Serbia | DW News,/watch?v=nlHPF-bRvXY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Deported From Australia,/watch?v=LtCBM4UM2MY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic facing deportation again,/watch?v=Po3-jjBs5og&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Djokovic lands in Serbia after deportation | 9 News Australia,/watch?v=J1qj-neW2n8&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Australia: Novak Djokovic wins court case challenging deportation | World News | English News Update,/watch?v=ce8MaPK9wJQ&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Over 70 per cent of Australians want Novak Djokovic deported,/watch?v=X1yDf78J50A&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak boots 'Where's Wally' hecklers from Rod Laver - Australian Open 2023 | Wide World of Sports,/watch?v=AdM4fi9Y6cw&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Tennis star Djokovic loses Australia deportation fight as court upholds visa cancellation,/watch?v=Eh4fOfmzilY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic faces deportation again as Australia cancels his visa for second time | ITV News,/watch?v=N8GYjoVjfME&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic faces deportation after Australian government revokes his visa for a second time,/watch?v=hBkP4xbfqF8&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic faces deportation from Australia,/watch?v=JOq_qMdn4vw&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Tennis Star Djokovic is Deported From Australia,/watch?v=PeKHJa_Ml6c&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Anti-Vaxxer Novak Djokovic DEPORTED From Australia,/watch?v=xV0NrAzzVoY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic breaks silence over Covid vaccine refusal - BBC News,/watch?v=rNaIMC4XMhc&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic gets deported from Australia and will not compete in the 2022 Australian Open,/watch?v=O-34JFgnCl0&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Tennis star Novak Djokovic faces deportation from Australia after visa canceled,/watch?v=TKFpgVvJ0GY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic | Tennis ace faces deportation,/watch?v=CzLARsy7hJc&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
"Novak Djokovic denied entry into Australia after visa mishap, faces deportation",/watch?v=pBPm7OsfycI&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Reaction To Novak Djokovic Being Banned From The Australian Open,/watch?v=RcJkRXrg_v4&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Deportation: Serbia Calls Australia's Decision 'Scandalous' | SPORTS,/watch?v=3r11C5HiWdM&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
"After resistance, Australia agrees to delay Novak Djokovic's deportation amid a row over vaccination",/watch?v=F0qJZn7U9_Y&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Australia court rules Novak Djokovic to be deported,/watch?v=5AU8FQVJXZ8&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic reportedly getting vaccinated after deportation,/watch?v=Xpj8G1-_nRI&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic faces deportation after judge revokes visa,/watch?v=DLjLQnfUkHE&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
3-Judge bench unanimously rejected Novak Djokovic's appeal against deportation,/watch?v=vLxnSnhmfgY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic wins appeal against deportation from Australia,/watch?v=iXKsraYusMA&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic rules out getting Covid vaccine despite risk of losing ranking points,/watch?v=dc4jxFiNC18&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Australian Open starts hours after Tennis star Novak Djokovic's deportation | Sports | World News,/watch?v=YXEoJTailEw&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic's legal battle against deportation underway,/watch?v=DSKoZjlOQdo&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
2724 - Novak Djokovic thanks fans from hotel amid threat of deportation from Australia - 8th Jan,/watch?v=JPC5QI4vJpU&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Djokovic defends actions during Australian Open deportation saga,/watch?v=4vDyK5H79WE&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Australia court rules Novak Djokovic to be deported,/watch?v=UgEpeoEpP8Q&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic lands in Melbourne for the first time after deportation | 9 News Australia,/watch?v=4hpdNu-fkwU&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Djokovic heading to Serbia after Australia deportation,/watch?v=wXHQEIet4UY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic arrives back in Serbia after deportation from Australia,/watch?v=gS-2ln8Vh0w&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Detained For Deportation,/watch?v=5TkJWSrpvKw&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Tennis Channel Live: Djokovic's Deportation Still Being Considered,/watch?v=Dv5oh3FqnOA&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Inside the hotel where Novak Djokovic is detained - BBC News,/watch?v=GD82nwB2HDI&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic welcomed home to Serbia after Australian deportation I SBS News,/watch?v=k9CRcZY9wdc&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic FIGHTS DEPORTATION from Australia for being UNVACCINATED!,/watch?v=HCgOo_QZZpM&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic free but Australia deportation threat looms | Latest World English News | WION,/watch?v=eW10Etwcq3E&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Could Novak Djokovic still be deported from Australia following visa victory? - BBC News,/watch?v=axfKfShQ4W4&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic arrives in Belgrade following deportation,/watch?v=Pb3KDEIAGtw&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic's final bid to avoid deportation from Australia begins | World English News | WION,/watch?v=pYc1Ts5Yh5k&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
2022 Australian Open DEPORTATION 'was not easy to DIGEST': Novak Djokovic,/watch?v=8ZHfHKS2zTo&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic & controversial chain of events | Australia agrees to delay deportation | WION,/watch?v=iNsN0uMx-V0&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Why Novak Djokovic REALLY got Deported & WITHDREW from Australian Open 2022,/watch?v=ZbLmK3mHZ1g&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
World No. 1 Novak Djokovic: 'Extremely Disappointed' over losing legal battle against deportation,/watch?v=V-LTdQ6-ne4&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic faces DEPORTATION from Australia after being HELD HOSTAGE for Bad Visa!,/watch?v=Y1Om66-YFL8&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic wins deportation hearing 10.1.22,/shorts/pb2_h4XJ4oI
Novak Djokovic 'pleased' Australia deportation decision overturned - but saga not over | ITV News,/watch?v=ZMFMwEVlkFE&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic to be deported from Australia after visa for Australian Open revoked | ITV News,/watch?v=ZihPWcdQBpg&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Djoker jokes (Part 8): John McEnroe and Chrissie Evert on Novak Djokovic visa saga and her cancer,/watch?v=SH1efIfLNps&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic finally deported from Australia after losing final appeal over visa,/watch?v=nUiHq5PlHHw&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic's father responds over pro-Russia controversy | 9 News Australia,/watch?v=vMd2C4F3XCc&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Deported Ahead of Australian Open,/watch?v=iqkoameipZI&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Federal government considering deporting Novak Djokovic,/watch?v=rzXriP02kOg&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Press Conference | Australian Open 2023 Fourth Round,/watch?v=R8I0CMgVNiU&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Alex De Minaur BOOED By Crowd After This Comment About Federer..,/watch?v=CQ39fuErQQE&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Djokovic deported from Australia after losing appeal,/watch?v=huJMKjKbd_4&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
"Novak Djokovic Deported from Australia , Australian open 2022",/watch?v=8uc6zgOrpHM&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Speaks On His Return To Australia 🗣 🇦🇺,/watch?v=rvrXBzP6MD4&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic arrives in Serbia after deportation from Australia,/watch?v=1p4Njiwx7v8&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic granted visa for 2023 Australian Open,/watch?v=noLX1IErgvw&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic set to be deported from Australia after losing second visa appeal hearing,/watch?v=3vtXkXyxwvg&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
A timeline of Novak Djokovic's Australian visa saga | 7.30,/watch?v=jJoC9mrBcqg&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Live: View of Belgrade airport as Novak Djokovic returns after being deported,/watch?v=dRI0LDuYPCc&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Deported; Bears gonna Bear; Dollar Tree is Expensive!; and more!,/watch?v=WlzC0F1fVN8&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic: Tennis star arrives back in Serbia after deportation from Australia,/watch?v=_XCyMgfXuDo&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
"NFL’s head coach diversity issue, Novak Djokovic deported from Australia & more | Bring It In",/watch?v=KOvpZ0ueRT0&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
The Tournament Where Novak Djokovic Literally Destroyed Everyone | All Winners,/watch?v=VG8FnCdlN6E&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic's deportation case occupies global sports agenda for 2 weeks,/shorts/nNkOEtqGSPQ
Novak Djokovic Deported Visa Cancelled,/watch?v=cVYXIuHmhCo&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic faces deportation again after Australian visa cancelled a second time,/watch?v=8YJX8K_0t6s&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Djokovic deported from Australia after losing visa appeal | DW News,/watch?v=VdRo92ynR3U&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
From The Newsroom Podcast: Novak Djokovic lands in Serbia after deportation,/watch?v=LKHeSa3Ij1Y&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic faces deportation from Australia after visa revoked,/watch?v=chdwWDuHC1Q&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Live: Novak Djokovic arrives at Belgrade airport after being deported,/watch?v=5jB-beivY_c&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic quarantined awaiting deportation hearing,/watch?v=ueXvvHcpDVo&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Australia: Federal court unanimously reject Novak Djokovic's appeal | World No. 1 faces deportation,/watch?v=budVIb_cBzU&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic launches court bid against Australia deportation,/watch?v=zYAUl8OQEAE&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
BREAKING Novak Djokovic Faces Deportation,/watch?v=bJphZLkKac8&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Australian Open: crowds of Novak Djokovic supporters rally outside the Park hotel,/watch?v=KVYOfn-EZnI&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic faces deportation again after the government revokes his visa a second time.,/shorts/NdhOU-brVOY
Breaking: Novak Djokovic has lost his appeal against deportation from Australia,/watch?v=qg6SL17dJAU&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Tennis Channel Live: Novak Djokovic Leaves Australia,/watch?v=aQF_w5eF3zY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
LIVE - Novak Djokovic wins Covid deportation appeal in Australia,/watch?v=WdG9kgyE80k&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Discussing Novak Djokovic's deportation from Australia & his future legacy in the tennis world,/watch?v=z0ezA0j34wc&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Deported from Australia. Shocking Actual Footage!,/watch?v=RgfuRbRBZNM&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
"Serbian Prime Minister Calls Djokovic Deportation Case ""Scandalous""",/shorts/sbAjNLlNYYY
Djokovic back in Australia a year after deportation,/watch?v=_C1mJBVL350&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic to be deported after losing court battle over visa,/watch?v=3h886Jvf9U0&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
"Tennis Reaction - Novak Djokovic Deported Out of Australia (Therefore, ruled out of AO)",/watch?v=wF-M1OqJG5w&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic deported (is it fair or foul),/watch?v=OfnvLY1M38E&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Australian govt detains Novak Djokovic ahead of deportation appeal,/watch?v=HS82AdV9x70&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic says no hard feelings over Australian deportation,/watch?v=wG4uouRM_2U&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
NOVAK DJOKOVIC DEPORTED FROM AUSTRALIA AFTER LOSING FINAL APPEAL | AUSTRALIA IMMIGRATION 2022,/watch?v=Hwik_nnvqFY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
The real reason behind Novak Djokovic's deportation,/watch?v=IZf2UVxMoXE&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
"Federal Court Rejects Novak Djokovic's Appeal, World No.1 To Be Deported From Australia",/watch?v=Vr9-teZ6A5g&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Australian tennis players react to Novak Djokovic vaccine exemption,/watch?v=tGj12CRyrGU&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
The TRUTH About Novak Djokovic´s Deportation from Australia,/watch?v=aBe3maAGftQ&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Djokovic Loses Court Battle | 10 News First,/watch?v=MbdnGx-bG-w&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Latest News | Novak Djokovic Says No Hard Feelings Over Australian Deportation,/watch?v=PSmSd9iu_c0&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Nick Kyrgios talks about Novak Djokovic cannot play in Australian Open,/watch?v=OemwoOGqCzY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic deported from Australia over vaccine status ahead of Australian Open | Jeremy Vine,/watch?v=eJ536vI0Q3I&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Djokovic Deported From Australia After Losing Appeal,/watch?v=cP65GUzx30U&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
"Novak Djokovic Reacts To Deportation, Says Extremely Dissapointed With VISA Cancellation",/watch?v=uDIjb4dKTrY&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic arrested and deported or free to play?,/watch?v=xwK_XweNLFU&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Australian tennis fans react to Djokovic deportation order,/watch?v=8bVjf6UCz1c&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Rafael Nadal reacts to Novak Djokovic's Australia visa situation and antivax stance,/watch?v=pFPFLa3aRQk&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Loses Legal Fight To Avoid Deportation From Australia,/watch?v=vzinZEtdar0&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic: Latest news as Serb faces arrest and deportation,/watch?v=q4BOL8Yg-oo&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic met by fans in Dubai after deportation,/watch?v=KoCzdGqWcW8&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic arrives back in Belgrade after deportation from Australia,/watch?v=GLotcY78rfo&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Ian Collins tears into Australia for deporting Novak Djokovic,/watch?v=wyHnQhRR5F0&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic Loses In Federal Court Appeal Will Be DEPORTED And BANNED From Australia,/watch?v=F5v_4sYckXc&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic wins appeal against deportation from Australia,/watch?v=9fdLHES7_9E&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic detained after Australia revokes visa again,/watch?v=hAqabqPsbwM&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
Novak Djokovic: Tennis star to be deported after losing Australia visa appeal,/watch?v=OQ2H6ejZpmw&pp=ygUabm92YWsgZGpva292aWMgZGVwb3J0YXRpb24%3D
